Country Name,Country Code,Year,average_value_CO2 emissions (kt)
"Micronesia, Fed. Sts.",FSM,1969,
Gabon,GAB,2016,5710
Ghana,GHA,1991,2560
Guinea,GIN,2013,2180
"Gambia, The",GMB,1965,29.336
Guatemala,GTM,1964,1771.161
Guyana,GUY,1985,1419.129
Guyana,GUY,1998,1750
Croatia,HRV,1983,
IBRD only,IBD,2012,19263990
India,IND,1964,150647.694
Jordan,JOR,1988,9314.18
Cambodia,KHM,1991,1300
Latin America & Caribbean,LCN,1963,328599.312099281
Latin America & Caribbean,LCN,1980,892405.063220802
Liechtenstein,LIE,1980,
Sri Lanka,LKA,1965,2658.575
Lower middle income,LMC,1968,751201.896657193
Lower middle income,LMC,1991,2288300.5137242
Low & middle income,LMY,2019,
Luxembourg,LUX,1999,7950
Latvia,LVA,1993,11760
"Macao SAR, China",MAC,2004,
Middle East & North Africa,MEA,2005,1669805.26511206
Middle income,MIC,1988,11351676.897804
Middle income,MIC,2013,19785934.2726487
Mali,MLI,1965,198.018
Montenegro,MNE,1962,
Mongolia,MNG,2019,
Mauritania,MRT,2003,1300
Malawi,MWI,2017,1500
Namibia,NAM,1967,
New Caledonia,NCL,2000,
Norway,NOR,2007,38000
Peru,PER,1988,25107.949
Puerto Rico,PRI,2009,
"Korea, Dem. People's Rep.",PRK,1986,157504.984
South Asia,SAS,1967,219835.682119072
Senegal,SEN,2001,4450
Serbia,SRB,1961,
Sub-Saharan Africa,SSF,1999,469563.98843159
Togo,TGO,1971,315.362
Tajikistan,TJK,1967,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2006,1392010
Latin America & the Caribbean (IDA & IBRD countries),TLA,2015,1722720
Tunisia,TUN,1998,18920
Turkey,TUR,1983,90541.897
Tuvalu,TUV,1973,
Uganda,UGA,2017,5840
Upper middle income,UMC,2015,14971353.4720457
United States,USA,1984,4475192.132
St. Vincent and the Grenadines,VCT,2004,250
British Virgin Islands,VGB,1990,
Virgin Islands (U.S.),VIR,1996,
World,WLD,1990,20607832.0596807
South Africa,ZAF,1963,109826.65
Zambia,ZMB,1967,4792.769
Zimbabwe,ZWE,2002,12490
Africa Eastern and Southern,AFE,1962,128093.897814899
Australia,AUS,1994,278670
Belgium,BEL,2020,
Switzerland,CHE,2014,39730
China,CHN,1975,1145607.47
China,CHN,2003,4413300
Cameroon,CMR,2020,
"Congo, Dem. Rep.",COD,1969,3652.332
Comoros,COM,1995,80
Caribbean small states,CSS,1999,33390
Cuba,CUB,1989,35738.582
Cyprus,CYP,1995,5800
Czech Republic,CZE,2004,123440
Djibouti,DJI,1993,340
Dominica,DMA,1983,40.337
Dominica,DMA,2018,180
Algeria,DZA,1992,66160
Early-demographic dividend,EAR,1987,2623863.40533578
Europe & Central Asia (excluding high income),ECA,1980,6056832.22797723
Europe & Central Asia (excluding high income),ECA,2001,2591998.80737506
Eritrea,ERI,2011,580
Estonia,EST,1985,
Estonia,EST,2001,15290
Ethiopia,ETH,2019,
Fragile and conflict affected situations,FCS,1999,481307.657142593
Faroe Islands,FRO,1988,528.048
"Micronesia, Fed. Sts.",FSM,1980,
United Kingdom,GBR,1980,579290.658
Ghana,GHA,1986,3047.277
Ghana,GHA,2016,14110
Guinea,GIN,1968,748.068
Guinea-Bissau,GNB,1974,102.676
Guam,GUM,1999,
High income,HIC,2017,12320925.4316999
"Hong Kong SAR, China",HKG,2017,
Haiti,HTI,1963,249.356
Haiti,HTI,1992,900
IDA & IBRD total,IBT,1973,6990439.72014498
IDA total,IDA,1960,101210.418674966
Indonesia,IDN,2016,494980
Isle of Man,IMN,1993,
Ireland,IRL,1961,12365.124
Iraq,IRQ,2008,86040
Israel,ISR,2018,61970
Italy,ITA,2007,459370
St. Kitts and Nevis,KNA,1991,110
Lithuania,LTU,2000,10510
Madagascar,MDG,1968,913.083
Marshall Islands,MHL,1994,90
Mali,MLI,2012,3110
Malta,MLT,1963,410.704
Middle East & North Africa (excluding high income),MNA,1977,353844.364741695
Montenegro,MNE,1967,
Northern Mariana Islands,MNP,2011,
Mauritius,MUS,2007,3400
Malawi,MWI,2006,930
Malaysia,MYS,1969,9526.866
North America,NAC,1985,4916499.37072096
New Caledonia,NCL,2011,
Nicaragua,NIC,1976,2225.869
Panama,PAN,1965,1529.139
Panama,PAN,2013,10610
Palau,PLW,1991,0
Poland,POL,1986,453369.545
Romania,ROU,2000,88880
Russian Federation,RUS,1995,1564900
South Asia,SAS,1977,314921.96
Sierra Leone,SLE,1963,370.367
Sierra Leone,SLE,1972,678.395
South Sudan,SSD,1985,
Sub-Saharan Africa,SSF,2009,659705.651209378
Suriname,SUR,2009,1450
Sint Maarten (Dutch part),SXM,1997,
Sint Maarten (Dutch part),SXM,1999,
Seychelles,SYC,1961,
Thailand,THA,1985,48672.091
Timor-Leste,TLS,1978,
Tonga,TON,1963,11.001
Tunisia,TUN,1967,3087.614
Uruguay,URY,1967,4884.444
Uzbekistan,UZB,1966,
British Virgin Islands,VGB,1976,25.669
Virgin Islands (U.S.),VIR,1966,
Virgin Islands (U.S.),VIR,1977,
Vietnam,VNM,1977,15276.722
Samoa,WSM,1991,110
Kosovo,XKX,1982,
Zambia,ZMB,1981,3366.306
Afghanistan,AFG,2017,7380
Angola,AGO,1970,3582.659
Argentina,ARG,1989,117090.977
American Samoa,ASM,1978,
American Samoa,ASM,2008,
Antigua and Barbuda,ATG,1983,84.341
Bangladesh,BGD,1982,8599.115
Bosnia and Herzegovina,BIH,1963,
Bhutan,BTN,1965,
Botswana,BWA,1977,781.071
Botswana,BWA,2015,7210
Central Europe and the Baltics,CEB,1969,795495.711787657
Chile,CHL,1977,23109.434
Chile,CHL,2004,54730
China,CHN,1980,1467192.369
Comoros,COM,1963,11.001
Costa Rica,CRI,2011,7430
Curacao,CUW,1962,
Curacao,CUW,1981,
Curacao,CUW,2020,
Czech Republic,CZE,1998,118920
Czech Republic,CZE,2016,102860
Dominica,DMA,1964,14.668
Europe & Central Asia,ECS,1970,7826039.00767564
Spain,ESP,2007,354680
Ethiopia,ETH,1968,1727.157
European Union,EUU,2010,3215040
Fragile and conflict affected situations,FCS,1984,395584.391019565
Fragile and conflict affected situations,FCS,2003,528530.993696417
Faroe Islands,FRO,1968,183.35
Gabon,GAB,1971,2845.592
"Gambia, The",GMB,1993,210
Greece,GRC,1997,83760
High income,HIC,1961,5926072.78308397
High income,HIC,1962,6202366.43741081
Honduras,HND,1990,2460
Heavily indebted poor countries (HIPC),HPC,2012,164190
Croatia,HRV,2020,
Haiti,HTI,1995,900
IDA & IBRD total,IBT,1964,4101888.39265883
IDA blend,IDB,1977,163759.215160978
IDA blend,IDB,1986,255058.939942031
IDA blend,IDB,1999,325768.829588821
Indonesia,IDN,1980,94784.616
Indonesia,IDN,1983,104956.874
Indonesia,IDN,1996,234480
St. Lucia,LCA,1988,165.015
Least developed countries: UN classification,LDC,1973,51546.2368440244
Low income,LIC,1988,277538.223902181
Lower middle income,LMC,1997,2462655.05012707
Luxembourg,LUX,1970,13747.583
Latvia,LVA,1990,18780
St. Martin (French part),MAF,2018,
Middle East & North Africa,MEA,1989,913084.5887968
Mexico,MEX,1998,373120
Marshall Islands,MHL,1980,
Myanmar,MMR,1993,4810
Mongolia,MNG,1972,3281.965
Malaysia,MYS,2012,203280
Malaysia,MYS,2017,222890
Namibia,NAM,1961,
Oman,OMN,2019,
Poland,POL,1979,442489.556
Post-demographic dividend,PST,1984,10536802.6078764
Post-demographic dividend,PST,2007,12527069.0859575
Sudan,SDN,2001,6090
San Marino,SMR,1980,
Somalia,SOM,1996,570
Serbia,SRB,1976,
Serbia,SRB,1981,
Serbia,SRB,2010,46660
Sao Tome and Principe,STP,2013,120
Slovak Republic,SVK,2017,33580
Turks and Caicos Islands,TCA,1976,
Turkmenistan,TKM,1966,
Tunisia,TUN,1965,2464.224
Turkey,TUR,1984,95796.708
Uruguay,URY,1997,5560
Uzbekistan,UZB,1990,117770
St. Vincent and the Grenadines,VCT,1974,33.003
St. Vincent and the Grenadines,VCT,2005,250
Virgin Islands (U.S.),VIR,1978,
Virgin Islands (U.S.),VIR,2018,
"Yemen, Rep.",YEM,1995,9870
Afghanistan,AFG,2001,810
Angola,AGO,1978,5412.492
Angola,AGO,2006,20340
Argentina,ARG,1985,100596.811
American Samoa,ASM,1961,
Burundi,BDI,1973,73.34
Burundi,BDI,1997,230
Belgium,BEL,2000,117280
Belize,BLZ,1987,227.354
Brunei Darussalam,BRN,1981,1470.467
Channel Islands,CHI,1969,
China,CHN,1990,2173360
Cabo Verde,CPV,2019,
Cyprus,CYP,2008,8400
Dominican Republic,DOM,2012,21640
East Asia & Pacific,EAS,1987,4290089.20043409
Europe & Central Asia (excluding high income),ECA,1993,3269102.85182865
United Kingdom,GBR,2008,514410
Georgia,GEO,1965,
Guinea,GIN,1980,964.421
Greenland,GRL,2010,
Croatia,HRV,1967,
Hungary,HUN,1998,57350
IBRD only,IBD,1990,8929720.30952364
India,IND,2017,2301440
Jordan,JOR,2008,20010
Libya,LBY,1995,37490
St. Lucia,LCA,1991,180
Latin America & Caribbean,LCN,1965,365326.344330152
Least developed countries: UN classification,LDC,1991,67971.7822707692
Least developed countries: UN classification,LDC,2003,135386.333065765
Low income,LIC,1977,156590.59490958
Sri Lanka,LKA,1993,5090
Sri Lanka,LKA,1995,5820
Lower middle income,LMC,2011,4380573.046318
Low & middle income,LMY,1991,9124757.29155323
Late-demographic dividend,LTE,1977,6375696.21957019
Late-demographic dividend,LTE,1983,7212540.3364932
Lithuania,LTU,1963,
"Macao SAR, China",MAC,2001,
Morocco,MAR,2006,46190
Monaco,MCO,1963,
Madagascar,MDG,2001,1670
Maldives,MDV,2004,740
Marshall Islands,MHL,1985,
Mongolia,MNG,1990,12970
Mongolia,MNG,2012,17140
Northern Mariana Islands,MNP,2003,
Mauritius,MUS,2017,4180
North America,NAC,1973,5153723.48416741
North America,NAC,2005,6308773.35251
Norway,NOR,1962,14077.613
Nepal,NPL,1962,88.008
Pakistan,PAK,1973,20036.488
Post-demographic dividend,PST,1987,10913150.2841071
Qatar,QAT,1968,7080.977
Romania,ROU,2009,80520
Russian Federation,RUS,1978,3330904.782
South Asia,SAS,1982,402746.61
Saudi Arabia,SAU,1966,6413.583
Sudan,SDN,1991,4800
Sudan,SDN,2013,14500
Solomon Islands,SLB,2009,330
Sao Tome and Principe,STP,2010,100
Slovak Republic,SVK,1968,
Slovenia,SVN,2003,15420
Eswatini,SWZ,1977,341.031
Syrian Arab Republic,SYR,1977,14664.333
Syrian Arab Republic,SYR,1989,34565.142
Turks and Caicos Islands,TCA,1971,
Europe & Central Asia (IDA & IBRD countries),TEC,2001,2904505.57505047
Middle East & North Africa (IDA & IBRD countries),TMN,1993,620440
South Asia (IDA & IBRD),TSA,1960,151649.509547476
Sub-Saharan Africa (IDA & IBRD countries),TSS,1969,205614.461076729
Sub-Saharan Africa (IDA & IBRD countries),TSS,1987,476210.787696675
Uruguay,URY,1965,5522.502
Vietnam,VNM,1990,18410
Samoa,WSM,2009,190
Kosovo,XKX,1983,
South Africa,ZAF,1978,202099.371
Aruba,ABW,1979,10201.594
Argentina,ARG,2019,
Armenia,ARM,1987,
American Samoa,ASM,1985,
Antigua and Barbuda,ATG,1963,84.341
"Bahamas, The",BHS,1972,6490.59
Bosnia and Herzegovina,BIH,2003,14860
Bolivia,BOL,1973,3457.981
Colombia,COL,2017,76060
Cabo Verde,CPV,1972,51.338
Caribbean small states,CSS,1962,11771.07
Cayman Islands,CYM,2005,
Germany,DEU,2009,734660
Denmark,DNK,1985,60072.794
Dominican Republic,DOM,2004,17250
"Egypt, Arab Rep.",EGY,1966,26563.748
"Egypt, Arab Rep.",EGY,1977,37865.442
European Union,EUU,1985,3742372.00794871
Gabon,GAB,1992,4610
United Kingdom,GBR,2019,
Georgia,GEO,1962,
Georgia,GEO,1998,4990
Gibraltar,GIB,1978,69.673
Guinea,GIN,2019,
Greenland,GRL,1993,
Haiti,HTI,2012,2500
IDA & IBRD total,IBT,1981,9323198.06823183
IDA blend,IDB,2003,345080
IDA blend,IDB,2015,424310
IDA only,IDX,1966,77637.9680791356
Ireland,IRL,1977,23567.809
Ireland,IRL,1979,27388.823
Jordan,JOR,1990,9930
Kyrgyz Republic,KGZ,1972,
Cambodia,KHM,2011,5190
Kiribati,KIR,1994,30
St. Kitts and Nevis,KNA,1980,51.338
Kuwait,KWT,1992,23010
Liberia,LBR,1961,161.348
Latin America & Caribbean,LCN,1990,899521.560010083
Latin America & Caribbean,LCN,2005,1409297.88177464
Least developed countries: UN classification,LDC,2000,107350.11459104
Luxembourg,LUX,2009,10460
Maldives,MDV,2014,1360
Northern Mariana Islands,MNP,1978,
Namibia,NAM,1976,
Niger,NER,1970,216.353
OECD members,OED,1961,5935865.40508993
Oman,OMN,2014,64470
Pakistan,PAK,1981,34400.127
Philippines,PHL,1961,8723.793
Palau,PLW,1970,135.679
Papua New Guinea,PNG,2009,5010
Portugal,PRT,1962,9303.179
West Bank and Gaza,PSE,2014,
Rwanda,RWA,1984,634.391
Singapore,SGP,1988,36105.282
Solomon Islands,SLB,1978,62.339
Solomon Islands,SLB,1999,230
Sierra Leone,SLE,1996,300
Somalia,SOM,2010,630
Somalia,SOM,2012,630
Sao Tome and Principe,STP,2019,
Suriname,SUR,2004,1390
Turks and Caicos Islands,TCA,1966,
Chad,TCD,2008,950
Thailand,THA,2009,221300
Tonga,TON,1960,11.001
Tonga,TON,1979,40.337
Tonga,TON,1992,80
Trinidad and Tobago,TTO,1981,17260.569
Ukraine,UKR,1989,
United States,USA,2000,5776410
St. Vincent and the Grenadines,VCT,1989,77.007
Virgin Islands (U.S.),VIR,2002,
World,WLD,1979,20459807.5986511
Zambia,ZMB,1969,4275.722
Zimbabwe,ZWE,2015,12400
Africa Eastern and Southern,AFE,1972,217837.985316189
Africa Eastern and Southern,AFE,1985,374516.789661811
Angola,AGO,1974,4873.443
Angola,AGO,1999,12650
United Arab Emirates,ARE,1998,83850
Armenia,ARM,1992,10890
American Samoa,ASM,2003,
Austria,AUT,1996,64900
Bermuda,BMU,1973,425.372
Brazil,BRA,1997,281510
Barbados,BRB,1992,1180
Barbados,BRB,1996,1070
Bhutan,BTN,1982,33.003
Switzerland,CHE,1992,45700
Chile,CHL,2001,47870
China,CHN,2001,3526750
Djibouti,DJI,1986,377.701
Djibouti,DJI,2001,380
Denmark,DNK,1966,50127.89
Algeria,DZA,1981,46438.888
Early-demographic dividend,EAR,1962,666370.723695765
Early-demographic dividend,EAR,1973,1374726.27048271
Ecuador,ECU,1966,2420.22
Spain,ESP,1990,215020
European Union,EUU,1982,3740677.77226917
France,FRA,1978,505858.983
United Kingdom,GBR,2007,529160
Guinea,GIN,1978,902.082
"Gambia, The",GMB,2016,530
Greenland,GRL,1978,392.369
Greenland,GRL,1996,
Greenland,GRL,2015,
"Hong Kong SAR, China",HKG,1973,9295.845
Indonesia,IDN,1997,257670
IDA only,IDX,1961,55281.7744109277
IDA only,IDX,1996,139609.676259619
India,IND,2006,1214250
"Iran, Islamic Rep.",IRN,1983,149785.949
Kyrgyz Republic,KGZ,1961,
Kiribati,KIR,1963,18.335
St. Kitts and Nevis,KNA,2004,240
Lebanon,LBN,1998,16250
Liberia,LBR,1998,490
St. Lucia,LCA,1968,36.67
Least developed countries: UN classification,LDC,1967,52290.306493596
Lower middle income,LMC,1993,2254905.6015511
Lower middle income,LMC,2004,3137917.40051395
Low & middle income,LMY,1978,8547909.01898101
Late-demographic dividend,LTE,2014,14360887.3690962
Late-demographic dividend,LTE,2015,14305417.4529332
Latvia,LVA,1981,
Morocco,MAR,1979,15958.784
Middle East & North Africa,MEA,2010,2139556.82591304
Mexico,MEX,1976,184138.405
Marshall Islands,MHL,1973,
Myanmar,MMR,1988,4118.041
Montenegro,MNE,2009,1750
Mongolia,MNG,2000,9000
Malaysia,MYS,1982,30571.779
North America,NAC,1966,3822498.33381965
Nigeria,NGA,1984,69625.329
Nicaragua,NIC,1996,2820
Norway,NOR,1989,49379.822
Nauru,NRU,1968,47.671
OECD members,OED,1979,11409834.927787
Papua New Guinea,PNG,1971,825.075
Poland,POL,1977,419024.423
Puerto Rico,PRI,1964,
Puerto Rico,PRI,1969,
Rwanda,RWA,2003,510
South Asia,SAS,1970,249322.883025181
Senegal,SEN,1999,3960
Senegal,SEN,2002,4580
Singapore,SGP,2017,47430
Sub-Saharan Africa (excluding high income),SSA,1967,185331.824338752
South Sudan,SSD,1977,
Sub-Saharan Africa,SSF,2011,713356.837743714
Small states,SST,2019,
Sao Tome and Principe,STP,1981,44.004
Seychelles,SYC,1986,165.015
Seychelles,SYC,1999,520
Latin America & the Caribbean (IDA & IBRD countries),TLA,1975,618010.511
Middle East & North Africa (IDA & IBRD countries),TMN,2014,1389430
Virgin Islands (U.S.),VIR,2008,
Vanuatu,VUT,1977,51.338
Vanuatu,VUT,2000,90
Africa Eastern and Southern,AFE,1970,191243.301798035
Afghanistan,AFG,1962,689.396
United Arab Emirates,ARE,1989,54487.953
Antigua and Barbuda,ATG,2004,400
Belgium,BEL,1972,130834.893
Brunei Darussalam,BRN,1983,2706.246
Bhutan,BTN,1964,
Canada,CAN,2020,
Central Europe and the Baltics,CEB,1974,957970.180955245
Switzerland,CHE,2008,44960
Channel Islands,CHI,1982,
Cameroon,CMR,1987,1844.501
"Congo, Dem. Rep.",COD,2011,2520
"Congo, Rep.",COG,1979,348.365
Cabo Verde,CPV,1989,80.674
Cayman Islands,CYM,2011,
Early-demographic dividend,EAR,1998,3612283.08612561
Ecuador,ECU,2012,36630
European Union,EUU,1998,3410320
Gibraltar,GIB,1983,36.67
"Gambia, The",GMB,1976,99.009
Equatorial Guinea,GNQ,1976,62.339
Grenada,GRD,1961,18.335
Greenland,GRL,2009,
"Hong Kong SAR, China",HKG,2012,
"Hong Kong SAR, China",HKG,2018,
Heavily indebted poor countries (HIPC),HPC,1968,35410.46681204
Croatia,HRV,1982,
IDA & IBRD total,IBT,1982,9689386.04166676
IDA & IBRD total,IBT,2002,11287757.9935281
IDA blend,IDB,1997,305989.1859631
IDA only,IDX,1988,164503.026275176
IDA only,IDX,2006,239578.110180722
Isle of Man,IMN,2014,
Iceland,ISL,1980,1866.503
Kiribati,KIR,1986,18.335
Kiribati,KIR,2001,30
Liberia,LBR,2012,950
Low income,LIC,2020,
Liechtenstein,LIE,2017,160
St. Martin (French part),MAF,2017,
Maldives,MDV,1977,14.668
Malaysia,MYS,1960,3567.991
Malaysia,MYS,2014,231680
Niger,NER,2006,750
Nigeria,NGA,1988,70747.431
Nepal,NPL,2001,3470
New Zealand,NZL,2004,32870
Oman,OMN,1997,17240
Oman,OMN,1999,20430
Pakistan,PAK,1963,18514.683
Pre-demographic dividend,PRE,2013,441800.768949695
"Korea, Dem. People's Rep.",PRK,1960,23817.165
Solomon Islands,SLB,2018,370
Sierra Leone,SLE,2017,970
Serbia,SRB,2007,52580
Suriname,SUR,1990,1740
Slovak Republic,SVK,2010,35450
Sweden,SWE,1962,51326.999
Sint Maarten (Dutch part),SXM,1970,
Seychelles,SYC,2014,460
Turks and Caicos Islands,TCA,1965,
Chad,TCD,2013,920
Latin America & the Caribbean (IDA & IBRD countries),TLA,1964,321493.224
Latin America & the Caribbean (IDA & IBRD countries),TLA,2005,1357090
Sub-Saharan Africa (IDA & IBRD countries),TSS,2016,785929.452973371
Tunisia,TUN,1984,11547.383
Tanzania,TZA,1991,1860
Uganda,UGA,2009,3410
Upper middle income,UMC,2018,15569855.4508945
St. Vincent and the Grenadines,VCT,1979,29.336
Vietnam,VNM,1969,8511.107
Vietnam,VNM,2011,149020
Vanuatu,VUT,2011,130
Samoa,WSM,1992,120
South Africa,ZAF,2019,
Africa Eastern and Southern,AFE,1993,306574.577075445
Africa Eastern and Southern,AFE,2009,515682.543832365
Africa Western and Central,AFW,2016,195120
Angola,AGO,1994,6690
Angola,AGO,2017,30840
Arab World,ARB,2009,1453510.27408105
United Arab Emirates,ARE,1978,44814.407
United Arab Emirates,ARE,2002,98120
American Samoa,ASM,1981,
Burundi,BDI,2016,460
Benin,BEN,1986,685.729
Brunei Darussalam,BRN,2019,
Canada,CAN,1960,192895.201
Canada,CAN,2011,547720
Canada,CAN,2013,556350
Switzerland,CHE,1962,24154.529
Switzerland,CHE,1971,41943.146
Chile,CHL,1996,44060
Chile,CHL,2017,87040
China,CHN,1985,1966553.428
China,CHN,1996,3064880
"Congo, Dem. Rep.",COD,1975,3237.961
Costa Rica,CRI,1960,491.378
Caribbean small states,CSS,1977,38606.176
Cayman Islands,CYM,1976,66.006
Czech Republic,CZE,1995,125180
Czech Republic,CZE,2017,103420
Czech Republic,CZE,2018,102480
East Asia & Pacific (excluding high income),EAP,1996,3766727.70171936
Early-demographic dividend,EAR,1965,800007.783625848
Europe & Central Asia,ECS,1965,6224880.82767698
Europe & Central Asia,ECS,1996,6660383.91449725
Euro area,EMU,1979,
Eritrea,ERI,1992,440
Ethiopia,ETH,1986,2214.868
Finland,FIN,1979,54333.939
Finland,FIN,1988,52185.077
Fiji,FJI,1991,730
Hungary,HUN,1982,86871.23
IDA & IBRD total,IBT,2007,16011930.2825911
Indonesia,IDN,1981,100160.438
IDA only,IDX,1999,162794.324323272
IDA only,IDX,2009,276843.540526849
Isle of Man,IMN,1966,
"Iran, Islamic Rep.",IRN,1999,326410
Iceland,ISL,1965,1397.127
Israel,ISR,1985,24869.594
Japan,JPN,1972,853373.239
Kyrgyz Republic,KGZ,1986,
Cambodia,KHM,1987,436.373
Kiribati,KIR,1968,33.003
Least developed countries: UN classification,LDC,1972,48240.1201930481
Least developed countries: UN classification,LDC,1989,69966.0296137492
Least developed countries: UN classification,LDC,2008,184545.616025271
Lesotho,LSO,1960,
Lesotho,LSO,1981,
Late-demographic dividend,LTE,1979,6839953.37382193
Lithuania,LTU,1984,
Lithuania,LTU,1996,14230
Morocco,MAR,2013,59720
Monaco,MCO,2013,
North Macedonia,MKD,2001,8990
Montenegro,MNE,1984,
Mongolia,MNG,1976,4404.067
Northern Mariana Islands,MNP,1979,
Malawi,MWI,1993,880
New Caledonia,NCL,1961,887.414
Nicaragua,NIC,2013,4490
Norway,NOR,2011,40160
New Zealand,NZL,1962,11210.019
Pakistan,PAK,1968,24737.582
Peru,PER,2009,41680
Puerto Rico,PRI,1962,
Puerto Rico,PRI,2015,
Portugal,PRT,2008,56840
Post-demographic dividend,PST,1979,11466011.0248514
Romania,ROU,2002,93590
Russian Federation,RUS,1990,2164870
Sudan,SDN,2018,20200
El Salvador,SLV,1973,1969.179
South Sudan,SSD,1986,
Small states,SST,1971,82022.0931516607
Suriname,SUR,2012,2440
Eswatini,SWZ,1992,830
Syrian Arab Republic,SYR,1963,3611.995
East Asia & Pacific (IDA & IBRD countries),TEA,1993,3116695.18196285
Tajikistan,TJK,1988,
Tajikistan,TJK,2015,4760
Middle East & North Africa (IDA & IBRD countries),TMN,1979,390260.475
Tuvalu,TUV,1979,
Virgin Islands (U.S.),VIR,1976,
World,WLD,1981,19879068.5697331
World,WLD,1985,21429383.1637637
Kosovo,XKX,1990,
South Africa,ZAF,2007,396900
Arab World,ARB,2001,946781.276673814
United Arab Emirates,ARE,1993,62150
Antigua and Barbuda,ATG,1969,1257.781
Bangladesh,BGD,2017,78710
"Bahamas, The",BHS,1989,1947.177
Bhutan,BTN,2004,310
Central Europe and the Baltics,CEB,2013,656190
Cote d'Ivoire,CIV,2000,6330
Caribbean small states,CSS,1973,30670.788
Curacao,CUW,1986,
Algeria,DZA,2015,145970
Ecuador,ECU,1971,4224.384
Euro area,EMU,2004,2754840
Finland,FIN,1965,25327.969
"Gambia, The",GMB,1975,99.009
Guinea-Bissau,GNB,1990,170
Greece,GRC,1977,46999.939
Grenada,GRD,1981,58.672
Greenland,GRL,1964,315.362
Guam,GUM,1976,
"Hong Kong SAR, China",HKG,1994,
Hungary,HUN,1992,58000
IDA total,IDA,1998,476166.171036777
India,IND,2004,1087190
Ireland,IRL,1994,32910
Kyrgyz Republic,KGZ,1969,
Lebanon,LBN,1999,17030
Liberia,LBR,1966,612.389
Liberia,LBR,1990,450
Liechtenstein,LIE,2015,160
Lower middle income,LMC,1960,447336.615387874
Lesotho,LSO,2019,
Late-demographic dividend,LTE,1962,2775328.5185699
"Macao SAR, China",MAC,1973,223.687
Moldova,MDA,1987,
North Macedonia,MKD,1964,
Malta,MLT,1988,2013.183
Montenegro,MNE,1973,
Mozambique,MOZ,1992,1100
Mozambique,MOZ,2010,2720
Norway,NOR,1999,39370
OECD members,OED,1972,10118139.5447078
OECD members,OED,1996,12243580
Pakistan,PAK,2005,121670
Panama,PAN,1985,2629.239
Panama,PAN,1993,3800
Panama,PAN,2002,5410
Papua New Guinea,PNG,1966,341.031
Pacific island small states,PSS,2002,2130
Post-demographic dividend,PST,2018,10935463.9309272
Saudi Arabia,SAU,1985,172653.361
Somalia,SOM,2013,650
South Sudan,SSD,1992,0
Small states,SST,1968,46257.861143684
Sao Tome and Principe,STP,2005,80
Turks and Caicos Islands,TCA,2013,
Turkmenistan,TKM,2017,71960
Tonga,TON,1984,47.671
Tonga,TON,2013,120
Sub-Saharan Africa (IDA & IBRD countries),TSS,1977,319571.287088806
Turkey,TUR,2004,224600
Uganda,UGA,1987,770.07
Upper middle income,UMC,1984,7685617.00640619
United States,USA,2001,5749250
"Venezuela, RB",VEN,1971,62562.687
British Virgin Islands,VGB,1963,3.667
Kosovo,XKX,2020,
Aruba,ABW,1981,9999.909
Afghanistan,AFG,1985,3509.319
Angola,AGO,1981,5280.48
Arab World,ARB,1976,372905.625343901
Benin,BEN,1978,363.033
Benin,BEN,2003,2380
Benin,BEN,2016,7230
Belarus,BLR,1960,
Bolivia,BOL,1994,9040
Brazil,BRA,2020,
Bhutan,BTN,2018,1380
Central African Republic,CAF,2009,260
Chile,CHL,1969,22555.717
"Congo, Rep.",COG,2008,5410
Costa Rica,CRI,1962,550.05
"Egypt, Arab Rep.",EGY,1964,25522.32
Spain,ESP,1983,204867.956
Finland,FIN,2004,67680
France,FRA,1994,344480
Gabon,GAB,1965,216.353
United Kingdom,GBR,1970,653063.364
Georgia,GEO,1980,
Georgia,GEO,2003,3160
Guinea,GIN,1973,803.073
Guinea,GIN,2011,2620
Greece,GRC,1976,42911.234
Greenland,GRL,1966,388.702
Greenland,GRL,1990,
Guyana,GUY,2001,1640
Honduras,HND,1981,1822.499
Haiti,HTI,1996,1060
IDA & IBRD total,IBT,1989,12084272.9257948
Isle of Man,IMN,2010,
Ireland,IRL,1967,16413.492
Italy,ITA,2009,397060
Jamaica,JAM,1985,5045.792
Japan,JPN,1985,915396.877
Kyrgyz Republic,KGZ,1983,
"Korea, Rep.",KOR,1972,60336.818
Latin America & Caribbean (excluding high income),LAC,1998,1016750
Lebanon,LBN,2003,17410
Liberia,LBR,1972,1507.137
Libya,LBY,1966,2629.239
St. Lucia,LCA,1975,77.007
St. Lucia,LCA,2009,1050
Latin America & Caribbean,LCN,1978,793615.975410185
Least developed countries: UN classification,LDC,1970,67439.4038804827
Low income,LIC,1996,147903.705508411
Sri Lanka,LKA,2005,13980
Lower middle income,LMC,1961,475580.383132816
Latvia,LVA,1975,
Morocco,MAR,1982,17058.884
Moldova,MDA,2016,8140
Madagascar,MDG,1975,1694.154
Maldives,MDV,2002,610
Mexico,MEX,1980,268453.736
Marshall Islands,MHL,1970,
Myanmar,MMR,1981,5639.846
Myanmar,MMR,1998,7910
Northern Mariana Islands,MNP,1965,
Northern Mariana Islands,MNP,1976,
Mozambique,MOZ,2000,1430
Mauritius,MUS,1988,854.411
Mauritius,MUS,2003,2750
New Zealand,NZL,2012,32010
Other small states,OSS,2017,192096.226992261
Poland,POL,1975,375559.472
